id	region	mode	final	fast	suite	equiv	deep	directed
446	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
447	engine_ctrl	const1	killed_fast	killed	-	-	-	-
448	engine_ctrl	cnot1	killed_full	survived	killed	-	-	-
449	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
450	engine_ctrl	const1	killed_full	survived	killed	-	-	-
451	engine_ctrl	const1	killed_fast	killed	-	-	-	-
452	engine_ctrl	cnot0	survived	survived	survived	not_proven	survived	-
453	engine_ctrl	const1	killed_full	survived	killed	-	-	-
454	engine_ctrl	cnot0	survived	survived	survived	not_proven	survived	-
455	engine_ctrl	inv	killed_full	survived	killed	-	-	-
456	engine_ctrl	const0	killed_full	survived	killed	-	-	-
457	engine_ctrl	const1	killed_fast	killed	-	-	-	-
458	engine_ctrl	inv	survived	survived	survived	not_proven	survived	-
459	engine_ctrl	const0	killed_fast	killed	-	-	-	-
460	engine_ctrl	const0	killed_full	survived	killed	-	-	-
461	engine_ctrl	inv	killed_fast	killed	-	-	-	-
462	engine_ctrl	const0	killed_full	survived	killed	-	-	-
463	engine_ctrl	const1	killed_full	survived	killed	-	-	-
464	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
465	engine_ctrl	const1	killed_fast	killed	-	-	-	-
466	engine_ctrl	const1	killed_fast	killed	-	-	-	-
467	engine_ctrl	cnot1	killed_full	survived	killed	-	-	-
468	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
469	engine_ctrl	cnot0	killed_full	survived	killed	-	-	-
470	engine_ctrl	const0	killed_fast	killed	-	-	-	-
471	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
472	engine_ctrl	inv	killed_full	survived	killed	-	-	-
473	engine_ctrl	const0	survived	survived	survived	not_proven	survived	-
474	engine_ctrl	inv	killed_fast	killed	-	-	-	-
475	engine_ctrl	cnot0	killed_full	survived	killed	-	-	-
476	engine_ctrl	cnot0	killed_full	survived	killed	-	-	-
477	engine_ctrl	const0	survived	survived	survived	not_proven	survived	-
478	engine_ctrl	const1	killed_full	survived	killed	-	-	-
479	engine_ctrl	const0	survived	survived	survived	equivalent	-	-
480	engine_ctrl	cnot1	killed_fast	killed	-	-	-	-
481	engine_ctrl	cnot1	killed_full	survived	killed	-	-	-
482	engine_ctrl	inv	killed_fast	killed	-	-	-	-
483	engine_ctrl	const1	killed_full	survived	killed	-	-	-
484	engine_ctrl	cnot1	survived	survived	survived	not_proven	killed	-
485	engine_ctrl	const0	killed_full	survived	killed	-	-	-
486	engine_ctrl	const0	survived	survived	survived	equivalent	-	-
487	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
488	engine_ctrl	const0	survived	survived	survived	equivalent	-	-
489	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
490	engine_ctrl	const0	killed_full	survived	killed	-	-	-
491	engine_ctrl	const1	survived	survived	survived	equivalent	-	-
492	engine_ctrl	const1	killed_full	survived	killed	-	-	-
493	engine_ctrl	const1	killed_fast	killed	-	-	-	-
494	engine_ctrl	inv	killed_fast	killed	-	-	-	-
495	engine_ctrl	cnot1	survived	survived	survived	not_proven	killed	-
496	engine_ctrl	const0	killed_fast	killed	-	-	-	-
497	engine_ctrl	const1	killed_full	survived	killed	-	-	-
498	engine_ctrl	inv	killed_fast	killed	-	-	-	-
499	engine_ctrl	inv	killed_fast	killed	-	-	-	-
500	engine_ctrl	const1	killed_full	survived	killed	-	-	-
501	engine_ctrl	const1	killed_full	survived	killed	-	-	-
502	engine_ctrl	cnot0	killed_full	survived	killed	-	-	-
503	engine_ctrl	inv	killed_fast	killed	-	-	-	-
504	engine_ctrl	const0	killed_fast	killed	-	-	-	-
505	engine_ctrl	inv	killed_fast	killed	-	-	-	-
506	engine_ctrl	inv	survived	survived	survived	not_proven	killed	-
507	engine_ctrl	cnot1	killed_full	survived	killed	-	-	-
508	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
509	engine_ctrl	inv	survived	survived	survived	not_proven	survived	-
510	engine_ctrl	const0	killed_full	survived	killed	-	-	-
511	engine_ctrl	cnot1	killed_fast	killed	-	-	-	-
512	engine_ctrl	inv	killed_fast	killed	-	-	-	-
513	engine_ctrl	const0	killed_full	survived	killed	-	-	-
514	engine_ctrl	const0	killed_full	survived	killed	-	-	-
515	engine_ctrl	inv	killed_full	survived	killed	-	-	-
516	engine_ctrl	cnot1	survived	survived	survived	not_proven	survived	-
517	engine_ctrl	const1	killed_fast	killed	-	-	-	-
518	engine_ctrl	cnot1	killed_fast	killed	-	-	-	-
519	engine_ctrl	cnot1	survived	survived	survived	not_proven	survived	-
520	engine_ctrl	const0	killed_fast	killed	-	-	-	-
521	engine_ctrl	cnot1	killed_full	survived	killed	-	-	-
522	engine_ctrl	inv	killed_fast	killed	-	-	-	-
523	engine_ctrl	const1	killed_full	survived	killed	-	-	-
524	engine_ctrl	inv	killed_fast	killed	-	-	-	-
525	engine_ctrl	inv	killed_fast	killed	-	-	-	-
526	engine_ctrl	cnot0	killed_full	survived	killed	-	-	-
527	engine_ctrl	const0	survived	survived	survived	not_proven	survived	-
528	engine_ctrl	cnot1	killed_fast	killed	-	-	-	-
529	engine_ctrl	cnot1	survived	survived	survived	equivalent	-	-
530	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
531	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
532	engine_ctrl	cnot0	survived	survived	survived	not_proven	survived	-
533	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
534	engine_ctrl	inv	killed_full	survived	killed	-	-	-
535	engine_ctrl	inv	killed_fast	killed	-	-	-	-
536	engine_ctrl	const0	killed_fast	killed	-	-	-	-
537	engine_ctrl	const1	killed_full	survived	killed	-	-	-
538	engine_ctrl	inv	killed_full	survived	killed	-	-	-
539	engine_ctrl	cnot1	killed_full	survived	killed	-	-	-
540	engine_ctrl	const1	killed_full	survived	killed	-	-	-
541	engine_ctrl	const0	killed_fast	killed	-	-	-	-
542	engine_ctrl	cnot1	killed_full	survived	killed	-	-	-
543	engine_ctrl	inv	killed_fast	killed	-	-	-	-
544	engine_ctrl	cnot1	killed_fast	killed	-	-	-	-
545	engine_ctrl	const1	killed_fast	killed	-	-	-	-
546	engine_ctrl	const1	killed_fast	killed	-	-	-	-
547	engine_ctrl	const1	killed_fast	killed	-	-	-	-
548	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
549	engine_ctrl	const1	killed_fast	killed	-	-	-	-
550	engine_ctrl	cnot0	killed_fast	killed	-	-	-	-
551	host	cnot0	killed_fast	killed	-	-	-	-
552	host	const1	killed_fast	killed	-	-	-	-
553	host	cnot1	killed_full	survived	killed	-	-	-
554	host	const1	killed_fast	killed	-	-	-	-
555	host	const0	killed_fast	killed	-	-	-	-
556	host	const1	survived	survived	survived	equivalent	-	-
557	host	const0	killed_fast	killed	-	-	-	-
558	host	const0	survived	survived	survived	not_proven	survived	-
559	host	cnot1	survived	survived	survived	not_proven	killed	-
560	host	inv	killed_fast	killed	-	-	-	-
561	host	const0	killed_fast	killed	-	-	-	-
562	host	inv	killed_full	survived	killed	-	-	-
563	host	const1	killed_fast	killed	-	-	-	-
564	host	const0	killed_fast	killed	-	-	-	-
565	host	const1	killed_fast	killed	-	-	-	-
566	host	inv	killed_fast	killed	-	-	-	-
567	host	inv	killed_fast	killed	-	-	-	-
568	host	inv	killed_fast	killed	-	-	-	-
569	host	cnot1	killed_fast	killed	-	-	-	-
570	host	const1	killed_fast	killed	-	-	-	-
571	host	inv	killed_fast	killed	-	-	-	-
572	host	cnot1	survived	survived	survived	equivalent	-	-
573	host	cnot0	killed_fast	killed	-	-	-	-
574	host	inv	killed_fast	killed	-	-	-	-
575	host	const1	killed_fast	killed	-	-	-	-
576	host	inv	killed_fast	killed	-	-	-	-
577	host	const1	killed_fast	killed	-	-	-	-
578	host	cnot0	killed_fast	killed	-	-	-	-
579	host	const1	killed_fast	killed	-	-	-	-
580	host	const0	killed_fast	killed	-	-	-	-
581	host	const1	killed_fast	killed	-	-	-	-
582	host	inv	killed_fast	killed	-	-	-	-
583	host	const0	killed_fast	killed	-	-	-	-
584	host	const0	killed_fast	killed	-	-	-	-
585	host	const0	killed_fast	killed	-	-	-	-
586	host	const0	killed_fast	killed	-	-	-	-
587	host	const0	killed_full	survived	killed	-	-	-
588	host	const0	killed_fast	killed	-	-	-	-
589	host	cnot1	killed_fast	killed	-	-	-	-
590	host	cnot1	killed_fast	killed	-	-	-	-
591	host	const1	killed_fast	killed	-	-	-	-
592	host	cnot1	killed_fast	killed	-	-	-	-
593	host	const0	killed_fast	killed	-	-	-	-
594	host	inv	killed_fast	killed	-	-	-	-
595	host	const1	killed_fast	killed	-	-	-	-
596	host	const1	killed_fast	killed	-	-	-	-
597	host	inv	killed_fast	killed	-	-	-	-
598	host	const0	survived	survived	survived	not_proven	survived	-
599	host	inv	killed_fast	killed	-	-	-	-
600	host	const0	killed_fast	killed	-	-	-	-
601	host	inv	killed_fast	killed	-	-	-	-
602	host	const0	killed_fast	killed	-	-	-	-
603	host	inv	killed_fast	killed	-	-	-	-
604	host	cnot1	killed_fast	killed	-	-	-	-
605	host	inv	killed_fast	killed	-	-	-	-
606	host	const1	killed_fast	killed	-	-	-	-
607	host	inv	killed_fast	killed	-	-	-	-
608	host	inv	killed_fast	killed	-	-	-	-
609	host	inv	killed_fast	killed	-	-	-	-
610	host	const1	killed_fast	killed	-	-	-	-
611	host	const1	killed_fast	killed	-	-	-	-
612	host	cnot0	killed_fast	killed	-	-	-	-
613	host	const0	killed_fast	killed	-	-	-	-
614	host	inv	killed_fast	killed	-	-	-	-
615	host	const1	killed_full	survived	killed	-	-	-
616	host	inv	killed_fast	killed	-	-	-	-
617	host	const0	killed_fast	killed	-	-	-	-
618	host	const0	killed_fast	killed	-	-	-	-
619	host	inv	killed_fast	killed	-	-	-	-
620	host	const0	survived	survived	survived	not_proven	killed	-
621	host	const1	killed_fast	killed	-	-	-	-
622	host	const0	killed_fast	killed	-	-	-	-
623	host	const1	killed_fast	killed	-	-	-	-
624	host	const1	killed_fast	killed	-	-	-	-
625	host	const0	killed_fast	killed	-	-	-	-
626	host	const0	killed_fast	killed	-	-	-	-
627	host	inv	survived	survived	survived	equivalent	-	-
628	host	inv	killed_fast	killed	-	-	-	-
629	host	const0	killed_fast	killed	-	-	-	-
630	host	const0	killed_fast	killed	-	-	-	-
631	host	cnot0	killed_fast	killed	-	-	-	-
632	host	cnot0	killed_fast	killed	-	-	-	-
633	host	const0	killed_fast	killed	-	-	-	-
634	host	inv	killed_fast	killed	-	-	-	-
635	host	inv	killed_fast	killed	-	-	-	-
636	host	cnot0	killed_fast	killed	-	-	-	-
637	host	const1	killed_fast	killed	-	-	-	-
638	host	const1	survived	survived	survived	not_proven	killed	-
639	host	cnot0	killed_fast	killed	-	-	-	-
640	host	const1	killed_fast	killed	-	-	-	-
641	host	inv	killed_fast	killed	-	-	-	-
642	host	inv	killed_fast	killed	-	-	-	-
643	host	cnot0	killed_fast	killed	-	-	-	-
644	host	inv	killed_fast	killed	-	-	-	-
645	host	const0	killed_fast	killed	-	-	-	-
646	host	cnot0	killed_fast	killed	-	-	-	-
647	host	cnot1	survived	survived	survived	equivalent	-	-
648	host	const0	killed_fast	killed	-	-	-	-
649	host	inv	killed_fast	killed	-	-	-	-
650	host	inv	killed_fast	killed	-	-	-	-
651	host	const0	killed_fast	killed	-	-	-	-
652	host	const1	killed_fast	killed	-	-	-	-
653	host	inv	killed_fast	killed	-	-	-	-
654	host	inv	killed_fast	killed	-	-	-	-
655	host	const1	killed_fast	killed	-	-	-	-
656	host	inv	killed_fast	killed	-	-	-	-
657	host	inv	killed_fast	killed	-	-	-	-
658	host	const1	killed_fast	killed	-	-	-	-
659	host	inv	killed_full	survived	killed	-	-	-
660	host	const1	killed_fast	killed	-	-	-	-
661	host	cnot0	killed_fast	killed	-	-	-	-
662	host	const1	killed_fast	killed	-	-	-	-
663	host	const0	killed_full	survived	killed	-	-	-
664	host	cnot0	killed_fast	killed	-	-	-	-
665	host	inv	killed_fast	killed	-	-	-	-
666	host	cnot0	killed_fast	killed	-	-	-	-
667	host	const0	killed_full	survived	killed	-	-	-
668	host	cnot0	killed_fast	killed	-	-	-	-
669	host	cnot0	killed_fast	killed	-	-	-	-
670	host	const1	killed_fast	killed	-	-	-	-
671	host	const1	killed_fast	killed	-	-	-	-
672	host	cnot0	killed_fast	killed	-	-	-	-
673	host	inv	killed_fast	killed	-	-	-	-
674	host	inv	killed_fast	killed	-	-	-	-
675	host	const0	killed_fast	killed	-	-	-	-
676	host	const0	killed_fast	killed	-	-	-	-
677	host	const0	survived	survived	survived	equivalent	-	-
678	host	inv	killed_fast	killed	-	-	-	-
679	host	const0	killed_fast	killed	-	-	-	-
680	host	const0	killed_fast	killed	-	-	-	-
681	host	cnot1	survived	survived	survived	equivalent	-	-
682	host	cnot0	killed_fast	killed	-	-	-	-
683	host	const1	killed_fast	killed	-	-	-	-
684	host	const1	killed_fast	killed	-	-	-	-
685	host	const0	killed_fast	killed	-	-	-	-
686	host	const0	killed_fast	killed	-	-	-	-
687	host	const0	killed_fast	killed	-	-	-	-
688	host	const1	killed_fast	killed	-	-	-	-
689	host	const1	survived	survived	survived	not_proven	killed	-
690	host	const0	killed_fast	killed	-	-	-	-
691	host	const0	survived	survived	survived	not_proven	survived	-
692	host	const0	killed_fast	killed	-	-	-	-
693	host	cnot1	killed_fast	killed	-	-	-	-
694	host	const1	killed_fast	killed	-	-	-	-
695	host	inv	killed_fast	killed	-	-	-	-
696	host	const1	killed_fast	killed	-	-	-	-
697	host	const1	killed_fast	killed	-	-	-	-
698	host	cnot0	killed_fast	killed	-	-	-	-
699	host	const0	killed_fast	killed	-	-	-	-
700	host	inv	killed_fast	killed	-	-	-	-
701	host	const1	killed_fast	killed	-	-	-	-
702	host	const0	killed_fast	killed	-	-	-	-
703	host	const0	killed_fast	killed	-	-	-	-
704	host	const0	killed_fast	killed	-	-	-	-
705	host	const0	killed_fast	killed	-	-	-	-
706	host	const1	killed_fast	killed	-	-	-	-
707	host	const1	killed_fast	killed	-	-	-	-
708	host	const1	killed_fast	killed	-	-	-	-
709	host	const1	killed_fast	killed	-	-	-	-
710	host	const1	killed_fast	killed	-	-	-	-
711	host	cnot1	killed_fast	killed	-	-	-	-
712	host	inv	killed_fast	killed	-	-	-	-
713	host	const1	killed_fast	killed	-	-	-	-
714	host	const0	killed_fast	killed	-	-	-	-
715	host	const1	killed_fast	killed	-	-	-	-
716	host	const0	killed_fast	killed	-	-	-	-
717	host	const0	survived	survived	survived	not_proven	survived	-
718	host	const1	killed_fast	killed	-	-	-	-
719	host	inv	killed_fast	killed	-	-	-	-
720	host	const0	killed_fast	killed	-	-	-	-
721	host	const0	killed_fast	killed	-	-	-	-
722	host	const0	survived	survived	survived	equivalent	-	-
723	host	inv	killed_fast	killed	-	-	-	-
724	host	inv	killed_fast	killed	-	-	-	-
725	host	const0	killed_fast	killed	-	-	-	-
726	host	const0	killed_fast	killed	-	-	-	-
727	host	const0	killed_fast	killed	-	-	-	-
728	host	const1	killed_fast	killed	-	-	-	-
729	host	inv	killed_fast	killed	-	-	-	-
730	host	inv	killed_fast	killed	-	-	-	-
731	host	const0	killed_fast	killed	-	-	-	-
732	host	const0	killed_fast	killed	-	-	-	-
733	host	const0	killed_fast	killed	-	-	-	-
734	host	inv	killed_fast	killed	-	-	-	-
735	host	inv	killed_fast	killed	-	-	-	-
736	host	const1	killed_fast	killed	-	-	-	-
737	host	const1	killed_full	survived	killed	-	-	-
738	host	inv	killed_fast	killed	-	-	-	-
739	host	const0	killed_fast	killed	-	-	-	-
740	host	const1	killed_full	survived	killed	-	-	-
741	host	const0	killed_fast	killed	-	-	-	-
742	host	const1	killed_fast	killed	-	-	-	-
743	host	inv	killed_fast	killed	-	-	-	-
744	host	cnot0	killed_fast	killed	-	-	-	-
745	host	inv	killed_fast	killed	-	-	-	-
746	host	const1	killed_fast	killed	-	-	-	-
747	host	cnot1	survived	survived	survived	equivalent	-	-
748	host	const1	killed_fast	killed	-	-	-	-
749	host	cnot1	killed_fast	killed	-	-	-	-
750	host	const1	killed_fast	killed	-	-	-	-
751	host	const0	killed_fast	killed	-	-	-	-
752	host	inv	killed_full	survived	killed	-	-	-
753	host	cnot1	killed_full	survived	killed	-	-	-
754	host	cnot0	killed_fast	killed	-	-	-	-
755	host	const0	killed_fast	killed	-	-	-	-
756	host	const1	killed_fast	killed	-	-	-	-
757	host	inv	killed_fast	killed	-	-	-	-
758	host	const0	killed_full	survived	killed	-	-	-
759	host	const0	killed_full	survived	killed	-	-	-
760	host	const1	killed_fast	killed	-	-	-	-
761	host	const1	survived	survived	survived	not_proven	killed	-
762	host	const0	killed_fast	killed	-	-	-	-
763	host	const1	killed_fast	killed	-	-	-	-
764	host	inv	killed_fast	killed	-	-	-	-
765	host	const1	killed_fast	killed	-	-	-	-
766	host	const1	survived	survived	survived	equivalent	-	-
767	host	const1	killed_fast	killed	-	-	-	-
768	host	const0	killed_fast	killed	-	-	-	-
769	host	cnot1	survived	survived	survived	equivalent	-	-
770	host	inv	killed_fast	killed	-	-	-	-
771	host	const0	killed_fast	killed	-	-	-	-
772	host	const0	killed_fast	killed	-	-	-	-
773	host	const1	killed_fast	killed	-	-	-	-
774	host	const1	killed_full	survived	killed	-	-	-
775	host	inv	killed_fast	killed	-	-	-	-
776	host	inv	killed_fast	killed	-	-	-	-
777	host	const1	survived	survived	survived	not_proven	killed	-
778	host	inv	killed_fast	killed	-	-	-	-
779	host	const1	killed_fast	killed	-	-	-	-
780	host	const1	killed_fast	killed	-	-	-	-
781	host	inv	killed_fast	killed	-	-	-	-
782	host	const1	killed_fast	killed	-	-	-	-
783	host	const1	killed_fast	killed	-	-	-	-
784	host	cnot0	killed_fast	killed	-	-	-	-
785	host	const0	survived	survived	survived	not_proven	killed	-
786	host	cnot1	killed_fast	killed	-	-	-	-
787	host	const0	killed_fast	killed	-	-	-	-
788	host	inv	killed_fast	killed	-	-	-	-
789	host	const0	killed_full	survived	killed	-	-	-
790	host	const0	killed_fast	killed	-	-	-	-
791	host	const0	killed_full	survived	killed	-	-	-
792	host	const0	killed_fast	killed	-	-	-	-
793	host	const1	killed_fast	killed	-	-	-	-
794	host	inv	killed_fast	killed	-	-	-	-
795	host	const0	killed_fast	killed	-	-	-	-
796	host	cnot0	killed_fast	killed	-	-	-	-
797	host	inv	killed_fast	killed	-	-	-	-
798	host	inv	killed_fast	killed	-	-	-	-
799	host	const0	killed_full	survived	killed	-	-	-
800	host	inv	killed_fast	killed	-	-	-	-
801	host	inv	killed_fast	killed	-	-	-	-
802	host	cnot1	survived	survived	survived	not_proven	survived	-
803	host	inv	killed_fast	killed	-	-	-	-
804	host	const1	killed_fast	killed	-	-	-	-
805	host	cnot1	killed_fast	killed	-	-	-	-
806	host	const0	killed_fast	killed	-	-	-	-
807	host	inv	killed_fast	killed	-	-	-	-
808	host	const0	killed_fast	killed	-	-	-	-
809	host	const1	killed_fast	killed	-	-	-	-
810	host	inv	killed_fast	killed	-	-	-	-
811	host	inv	killed_fast	killed	-	-	-	-
812	host	const0	killed_fast	killed	-	-	-	-
813	host	const1	killed_fast	killed	-	-	-	-
814	host	cnot0	killed_fast	killed	-	-	-	-
815	host	inv	killed_fast	killed	-	-	-	-
816	host	const0	killed_fast	killed	-	-	-	-
817	host	const0	killed_fast	killed	-	-	-	-
818	host	const0	killed_fast	killed	-	-	-	-
819	host	inv	killed_fast	killed	-	-	-	-
820	host	const1	killed_fast	killed	-	-	-	-
821	host	const0	killed_fast	killed	-	-	-	-
822	host	const0	killed_fast	killed	-	-	-	-
823	host	inv	killed_fast	killed	-	-	-	-
824	host	const0	survived	survived	survived	equivalent	-	-
825	host	const1	killed_fast	killed	-	-	-	-
826	host	cnot0	killed_fast	killed	-	-	-	-
827	host	cnot0	killed_fast	killed	-	-	-	-
828	host	const0	killed_fast	killed	-	-	-	-
829	host	const1	survived	survived	survived	equivalent	-	-
830	host	const0	killed_fast	killed	-	-	-	-
831	host	inv	killed_full	survived	killed	-	-	-
832	host	inv	killed_fast	killed	-	-	-	-
833	host	const0	killed_fast	killed	-	-	-	-
834	host	inv	killed_fast	killed	-	-	-	-
835	host	const1	killed_fast	killed	-	-	-	-
836	host	const1	killed_fast	killed	-	-	-	-
837	host	cnot0	killed_fast	killed	-	-	-	-
838	host	inv	killed_fast	killed	-	-	-	-
839	host	const0	killed_full	survived	killed	-	-	-
840	host	const1	killed_fast	killed	-	-	-	-
841	host	cnot1	survived	survived	survived	equivalent	-	-
842	host	const0	killed_fast	killed	-	-	-	-
843	host	const1	killed_fast	killed	-	-	-	-
844	host	const1	killed_fast	killed	-	-	-	-
845	host	const0	killed_fast	killed	-	-	-	-
846	host	const1	killed_fast	killed	-	-	-	-
847	host	const1	killed_fast	killed	-	-	-	-
848	host	const1	killed_fast	killed	-	-	-	-
849	host	inv	killed_fast	killed	-	-	-	-
850	host	inv	killed_fast	killed	-	-	-	-
851	host	inv	killed_fast	killed	-	-	-	-
852	host	const1	killed_fast	killed	-	-	-	-
853	host	const1	killed_fast	killed	-	-	-	-
854	host	inv	killed_fast	killed	-	-	-	-
855	host	const0	survived	survived	survived	not_proven	killed	-
856	host	const1	killed_fast	killed	-	-	-	-
857	host	inv	killed_fast	killed	-	-	-	-
858	host	const1	survived	survived	survived	not_proven	survived	-
859	host	const1	killed_fast	killed	-	-	-	-
860	host	const0	killed_fast	killed	-	-	-	-
861	host	const1	killed_fast	killed	-	-	-	-
862	host	const0	killed_fast	killed	-	-	-	-
863	host	inv	killed_fast	killed	-	-	-	-
864	host	const1	killed_fast	killed	-	-	-	-
865	host	const1	survived	survived	survived	not_proven	survived	-
866	host	const0	killed_fast	killed	-	-	-	-
867	host	const0	killed_fast	killed	-	-	-	-
868	host	const0	killed_fast	killed	-	-	-	-
869	host	inv	killed_full	survived	killed	-	-	-
870	host	const0	killed_fast	killed	-	-	-	-
871	host	inv	killed_fast	killed	-	-	-	-
872	host	const1	killed_fast	killed	-	-	-	-
873	host	const0	killed_fast	killed	-	-	-	-
874	host	const1	killed_fast	killed	-	-	-	-
875	host	const0	killed_fast	killed	-	-	-	-
876	host	inv	killed_fast	killed	-	-	-	-
877	host	const1	killed_fast	killed	-	-	-	-
878	host	const1	killed_fast	killed	-	-	-	-
879	host	const0	killed_fast	killed	-	-	-	-
880	host	inv	killed_fast	killed	-	-	-	-
881	host	const1	killed_fast	killed	-	-	-	-
882	host	const0	killed_fast	killed	-	-	-	-
883	host	const0	killed_fast	killed	-	-	-	-
884	host	inv	killed_fast	killed	-	-	-	-
885	host	const0	killed_fast	killed	-	-	-	-
886	host	inv	killed_fast	killed	-	-	-	-
887	host	inv	killed_fast	killed	-	-	-	-
888	host	const0	killed_fast	killed	-	-	-	-
889	host	const1	killed_fast	killed	-	-	-	-
890	host	cnot0	killed_fast	killed	-	-	-	-
891	host	const0	killed_fast	killed	-	-	-	-
892	host	const1	killed_fast	killed	-	-	-	-
893	host	const0	killed_fast	killed	-	-	-	-
894	host	const1	killed_full	survived	killed	-	-	-
895	host	const1	killed_fast	killed	-	-	-	-
896	host	const0	killed_fast	killed	-	-	-	-
897	host	inv	killed_fast	killed	-	-	-	-
898	host	const0	killed_fast	killed	-	-	-	-
899	host	const1	killed_fast	killed	-	-	-	-
900	host	const1	killed_fast	killed	-	-	-	-
901	host	inv	killed_fast	killed	-	-	-	-
902	host	inv	killed_fast	killed	-	-	-	-
903	host	const1	killed_fast	killed	-	-	-	-
904	host	const0	killed_fast	killed	-	-	-	-
905	host	const1	survived	survived	survived	not_proven	survived	-
906	host	const1	killed_fast	killed	-	-	-	-
907	host	inv	killed_fast	killed	-	-	-	-
908	host	const1	killed_fast	killed	-	-	-	-
909	host	inv	killed_fast	killed	-	-	-	-
910	host	const0	killed_full	survived	killed	-	-	-
911	host	const0	killed_fast	killed	-	-	-	-
912	host	const1	killed_fast	killed	-	-	-	-
913	host	const1	killed_fast	killed	-	-	-	-
914	host	inv	killed_fast	killed	-	-	-	-
915	host	const0	killed_fast	killed	-	-	-	-
916	host	const1	killed_fast	killed	-	-	-	-
917	host	inv	killed_fast	killed	-	-	-	-
918	host	const0	killed_fast	killed	-	-	-	-
919	host	const1	killed_fast	killed	-	-	-	-
920	host	inv	killed_fast	killed	-	-	-	-
921	host	const0	killed_fast	killed	-	-	-	-
922	host	cnot0	killed_fast	killed	-	-	-	-
923	host	inv	killed_fast	killed	-	-	-	-
924	host	inv	killed_fast	killed	-	-	-	-
925	host	const0	killed_fast	killed	-	-	-	-
926	host	const0	killed_full	survived	killed	-	-	-
927	host	inv	killed_fast	killed	-	-	-	-
928	host	const1	survived	survived	survived	not_proven	survived	-
929	host	inv	killed_fast	killed	-	-	-	-
930	host	const1	killed_fast	killed	-	-	-	-
931	host	const1	killed_fast	killed	-	-	-	-
932	host	const1	killed_full	survived	killed	-	-	-
933	host	const0	killed_fast	killed	-	-	-	-
934	host	const0	killed_fast	killed	-	-	-	-
935	host	const1	killed_fast	killed	-	-	-	-
936	host	inv	killed_fast	killed	-	-	-	-
937	host	const0	killed_fast	killed	-	-	-	-
938	host	const0	killed_fast	killed	-	-	-	-
939	host	inv	killed_fast	killed	-	-	-	-
940	host	inv	killed_fast	killed	-	-	-	-
941	host	const0	killed_fast	killed	-	-	-	-
942	host	const0	killed_fast	killed	-	-	-	-
943	host	inv	killed_fast	killed	-	-	-	-
944	host	inv	killed_fast	killed	-	-	-	-
945	host	const1	killed_fast	killed	-	-	-	-
946	host	const1	killed_fast	killed	-	-	-	-
947	host	inv	killed_fast	killed	-	-	-	-
948	host	const0	killed_fast	killed	-	-	-	-
949	host	const1	killed_fast	killed	-	-	-	-
950	host	const1	killed_full	survived	killed	-	-	-
951	mover	cnot1	survived	survived	survived	not_proven	survived	-
952	mover	inv	killed_full	survived	killed	-	-	-
953	mover	const0	killed_full	survived	killed	-	-	-
954	mover	inv	killed_fast	killed	-	-	-	-
955	mover	cnot1	killed_full	survived	killed	-	-	-
956	mover	const1	killed_fast	killed	-	-	-	-
957	mover	const1	killed_fast	killed	-	-	-	-
958	mover	const1	survived	survived	survived	equivalent	-	-
959	mover	inv	killed_fast	killed	-	-	-	-
960	mover	const1	killed_fast	killed	-	-	-	-
961	mover	cnot1	killed_full	survived	killed	-	-	-
962	mover	cnot1	killed_full	survived	killed	-	-	-
963	mover	inv	killed_full	survived	killed	-	-	-
964	mover	const1	killed_fast	killed	-	-	-	-
965	mover	cnot1	killed_full	survived	killed	-	-	-
966	mover	inv	killed_fast	killed	-	-	-	-
967	mover	const1	killed_fast	killed	-	-	-	-
968	mover	const1	killed_fast	killed	-	-	-	-
969	mover	const1	killed_full	survived	killed	-	-	-
970	mover	const0	killed_full	survived	killed	-	-	-
971	mover	cnot1	killed_full	survived	killed	-	-	-
972	mover	const1	killed_fast	killed	-	-	-	-
973	mover	const1	killed_fast	killed	-	-	-	-
974	mover	inv	killed_fast	killed	-	-	-	-
975	mover	const1	killed_fast	killed	-	-	-	-
976	mover	cnot0	killed_fast	killed	-	-	-	-
977	mover	const1	killed_full	survived	killed	-	-	-
978	mover	inv	killed_fast	killed	-	-	-	-
979	mover	const0	killed_full	survived	killed	-	-	-
980	mover	const1	killed_fast	killed	-	-	-	-
981	mover	const1	killed_fast	killed	-	-	-	-
982	mover	const1	killed_full	survived	killed	-	-	-
983	mover	const1	killed_full	survived	killed	-	-	-
984	mover	inv	killed_full	survived	killed	-	-	-
985	mover	const0	killed_full	survived	killed	-	-	-
986	mover	const0	survived	survived	survived	not_proven	survived	-
987	mover	const1	survived	survived	survived	not_proven	survived	-
988	mover	const0	killed_fast	killed	-	-	-	-
