id	region	mode	final	fast	suite	equiv	deep	directed
989	mover	const1	survived	survived	survived	not_proven	survived	-
990	mover	const0	killed_full	survived	killed	-	-	-
991	mover	const0	survived	survived	survived	not_proven	survived	-
992	mover	const0	killed_full	survived	killed	-	-	-
993	mover	const1	killed_full	survived	killed	-	-	-
994	mover	cnot0	killed_full	survived	killed	-	-	-
995	mover	const0	survived	survived	survived	not_proven	survived	-
996	mover	cnot0	killed_full	survived	killed	-	-	-
997	mover	const1	killed_full	survived	killed	-	-	-
998	mover	inv	killed_fast	killed	-	-	-	-
999	mover	const0	killed_full	survived	killed	-	-	-
1000	mover	cnot0	killed_fast	killed	-	-	-	-
1001	mover	const0	killed_full	survived	killed	-	-	-
1002	mover	inv	killed_fast	killed	-	-	-	-
1003	mover	inv	killed_fast	killed	-	-	-	-
1004	mover	inv	killed_full	survived	killed	-	-	-
1005	mover	const0	killed_full	survived	killed	-	-	-
1006	mover	const0	killed_full	survived	killed	-	-	-
1007	mover	cnot0	killed_full	survived	killed	-	-	-
1008	mover	inv	killed_full	survived	killed	-	-	-
1009	mover	const1	killed_fast	killed	-	-	-	-
1010	mover	const0	killed_fast	killed	-	-	-	-
1011	mover	cnot0	killed_full	survived	killed	-	-	-
1012	mover	inv	killed_fast	killed	-	-	-	-
1013	mover	inv	killed_full	survived	killed	-	-	-
1014	mover	inv	killed_full	survived	killed	-	-	-
1015	mover	inv	killed_fast	killed	-	-	-	-
1016	mover	inv	killed_fast	killed	-	-	-	-
1017	mover	const0	survived	survived	survived	not_proven	killed	-
1018	mover	inv	killed_fast	killed	-	-	-	-
1019	mover	cnot0	killed_fast	killed	-	-	-	-
1020	mover	const1	survived	survived	survived	not_proven	survived	-
1021	mover	const1	killed_full	survived	killed	-	-	-
1022	mover	inv	killed_fast	killed	-	-	-	-
1023	mover	const1	killed_full	survived	killed	-	-	-
1024	mover	const0	killed_full	survived	killed	-	-	-
1025	mover	inv	killed_fast	killed	-	-	-	-
1026	mover	inv	killed_full	survived	killed	-	-	-
1027	mover	inv	killed_full	survived	killed	-	-	-
1028	mover	const1	killed_full	survived	killed	-	-	-
1029	mover	const1	killed_full	survived	killed	-	-	-
1030	mover	inv	killed_full	survived	killed	-	-	-
1031	mover	const1	killed_full	survived	killed	-	-	-
1032	mover	inv	killed_full	survived	killed	-	-	-
1033	mover	inv	killed_fast	killed	-	-	-	-
1034	mover	const0	killed_fast	killed	-	-	-	-
1035	mover	inv	killed_full	survived	killed	-	-	-
1036	mover	const1	killed_full	survived	killed	-	-	-
1037	mover	const1	killed_full	survived	killed	-	-	-
1038	mover	const0	killed_full	survived	killed	-	-	-
1039	mover	const1	killed_fast	killed	-	-	-	-
1040	mover	inv	killed_full	survived	killed	-	-	-
1041	mover	inv	killed_fast	killed	-	-	-	-
1042	mover	const0	killed_full	survived	killed	-	-	-
1043	mover	const1	killed_fast	killed	-	-	-	-
1044	mover	const0	killed_full	survived	killed	-	-	-
1045	mover	const1	killed_full	survived	killed	-	-	-
1046	mover	cnot0	killed_full	survived	killed	-	-	-
1047	mover	const0	killed_full	survived	killed	-	-	-
1048	mover	cnot0	survived	survived	survived	equivalent	-	-
1049	mover	const1	killed_full	survived	killed	-	-	-
1050	mover	const0	killed_full	survived	killed	-	-	-
1051	mover	const0	killed_full	survived	killed	-	-	-
1052	mover	const0	killed_full	survived	killed	-	-	-
1053	mover	const0	survived	survived	survived	equivalent	-	-
1054	mover	inv	killed_fast	killed	-	-	-	-
1055	mover	inv	killed_full	survived	killed	-	-	-
1056	mover	const0	survived	survived	survived	not_proven	killed	-
1057	mover	inv	killed_full	survived	killed	-	-	-
1058	mover	const1	killed_fast	killed	-	-	-	-
1059	mover	const1	killed_fast	killed	-	-	-	-
1060	mover	const0	survived	survived	survived	equivalent	-	-
1061	mover	cnot0	killed_fast	killed	-	-	-	-
1062	mover	const0	killed_full	survived	killed	-	-	-
1063	mover	const1	killed_fast	killed	-	-	-	-
1064	mover	inv	killed_full	survived	killed	-	-	-
1065	mover	inv	killed_fast	killed	-	-	-	-
1066	mover	const1	killed_fast	killed	-	-	-	-
1067	mover	const0	killed_full	survived	killed	-	-	-
1068	mover	cnot1	survived	survived	survived	equivalent	-	-
1069	mover	cnot0	killed_full	survived	killed	-	-	-
1070	mover	const0	killed_full	survived	killed	-	-	-
1071	mover	inv	killed_fast	killed	-	-	-	-
1072	mover	const0	killed_full	survived	killed	-	-	-
1073	mover	const1	killed_full	survived	killed	-	-	-
1074	mover	const0	killed_full	survived	killed	-	-	-
1075	mover	const0	killed_fast	killed	-	-	-	-
1076	mover	cnot1	killed_full	survived	killed	-	-	-
1077	mover	inv	killed_fast	killed	-	-	-	-
1078	mover	cnot0	survived	survived	survived	equivalent	-	-
1079	mover	const0	killed_full	survived	killed	-	-	-
1080	mover	inv	killed_full	survived	killed	-	-	-
1081	mover	inv	killed_full	survived	killed	-	-	-
1082	mover	const1	killed_fast	killed	-	-	-	-
1083	mover	const0	killed_full	survived	killed	-	-	-
1084	mover	const0	killed_full	survived	killed	-	-	-
1085	mover	const0	killed_full	survived	killed	-	-	-
1086	mover	const0	killed_fast	killed	-	-	-	-
1087	mover	const0	killed_fast	killed	-	-	-	-
1088	mover	const1	killed_full	survived	killed	-	-	-
1089	mover	const1	killed_fast	killed	-	-	-	-
1090	mover	const1	killed_full	survived	killed	-	-	-
1091	mover	const0	killed_full	survived	killed	-	-	-
1092	mover	inv	killed_full	survived	killed	-	-	-
1093	mover	const1	survived	survived	survived	equivalent	-	-
1094	mover	const1	killed_fast	killed	-	-	-	-
1095	mover	const1	killed_fast	killed	-	-	-	-
1096	mover	cnot1	killed_full	survived	killed	-	-	-
1097	mover	inv	killed_fast	killed	-	-	-	-
1098	mover	const0	killed_fast	killed	-	-	-	-
1099	mover	const1	killed_full	survived	killed	-	-	-
1100	mover	inv	killed_fast	killed	-	-	-	-
1101	mover	inv	killed_fast	killed	-	-	-	-
1102	mover	const1	survived	survived	survived	not_proven	survived	-
1103	mover	const1	killed_full	survived	killed	-	-	-
1104	mover	const1	killed_full	survived	killed	-	-	-
1105	mover	inv	killed_full	survived	killed	-	-	-
1106	mover	cnot1	survived	survived	survived	equivalent	-	-
1107	mover	const0	killed_full	survived	killed	-	-	-
1108	mover	inv	killed_fast	killed	-	-	-	-
1109	mover	const1	killed_fast	killed	-	-	-	-
1110	mover	const1	survived	survived	survived	equivalent	-	-
1111	mover	inv	killed_full	survived	killed	-	-	-
1112	mover	inv	killed_fast	killed	-	-	-	-
1113	mover	const0	killed_fast	killed	-	-	-	-
1114	mover	const1	killed_full	survived	killed	-	-	-
1115	mover	const0	killed_full	survived	killed	-	-	-
1116	mover	const0	killed_full	survived	killed	-	-	-
1117	mover	const0	killed_fast	killed	-	-	-	-
1118	mover	inv	killed_fast	killed	-	-	-	-
1119	mover	cnot0	killed_fast	killed	-	-	-	-
1120	mover	inv	killed_full	survived	killed	-	-	-
1121	mover	inv	killed_full	survived	killed	-	-	-
1122	mover	inv	killed_full	survived	killed	-	-	-
1123	mover	inv	killed_fast	killed	-	-	-	-
1124	mover	const0	killed_full	survived	killed	-	-	-
1125	mover	inv	killed_fast	killed	-	-	-	-
1126	mover	inv	killed_full	survived	killed	-	-	-
1127	mover	const1	survived	survived	survived	equivalent	-	-
1128	mover	inv	killed_full	survived	killed	-	-	-
1129	mover	cnot1	killed_full	survived	killed	-	-	-
1130	mover	const0	killed_fast	killed	-	-	-	-
1131	mover	const0	killed_full	survived	killed	-	-	-
1132	mover	inv	killed_full	survived	killed	-	-	-
1133	mover	const0	survived	survived	survived	not_proven	survived	-
1134	mover	const1	killed_full	survived	killed	-	-	-
1135	mover	const0	survived	survived	survived	not_proven	survived	-
1136	mover	const0	killed_full	survived	killed	-	-	-
1137	mover	inv	killed_fast	killed	-	-	-	-
1138	mover	const1	killed_full	survived	killed	-	-	-
1139	mover	const1	survived	survived	survived	not_proven	survived	-
1140	mover	const0	killed_fast	killed	-	-	-	-
1141	mover	const1	survived	survived	survived	not_proven	survived	-
1142	mover	inv	killed_fast	killed	-	-	-	-
1143	mover	const1	survived	survived	survived	not_proven	survived	-
1144	mover	const0	killed_full	survived	killed	-	-	-
1145	mover	const0	survived	survived	survived	not_proven	survived	-
1146	mover	inv	killed_fast	killed	-	-	-	-
1147	mover	inv	killed_fast	killed	-	-	-	-
1148	mover	inv	killed_fast	killed	-	-	-	-
1149	mover	const1	killed_full	survived	killed	-	-	-
1150	mover	const0	killed_full	survived	killed	-	-	-
1151	mover	inv	killed_fast	killed	-	-	-	-
1152	mover	inv	killed_fast	killed	-	-	-	-
1153	mover	inv	survived	survived	survived	not_proven	survived	-
1154	mover	const0	killed_full	survived	killed	-	-	-
1155	mover	const0	killed_fast	killed	-	-	-	-
1156	mover	const1	killed_fast	killed	-	-	-	-
1157	mover	const1	killed_fast	killed	-	-	-	-
1158	mover	const0	survived	survived	survived	not_proven	survived	-
1159	mover	inv	killed_fast	killed	-	-	-	-
1160	mover	const0	killed_fast	killed	-	-	-	-
1161	mover	const0	survived	survived	survived	not_proven	killed	-
1162	mover	inv	killed_full	survived	killed	-	-	-
1163	mover	inv	killed_full	survived	killed	-	-	-
1164	mover	cnot0	killed_full	survived	killed	-	-	-
1165	mover	inv	killed_fast	killed	-	-	-	-
1166	mover	const0	killed_full	survived	killed	-	-	-
1167	mover	const1	killed_full	survived	killed	-	-	-
1168	mover	inv	killed_fast	killed	-	-	-	-
1169	mover	const0	killed_full	survived	killed	-	-	-
1170	mover	const1	survived	survived	survived	not_proven	survived	-
1171	mover	inv	killed_full	survived	killed	-	-	-
1172	mover	const1	killed_fast	killed	-	-	-	-
1173	mover	const0	killed_fast	killed	-	-	-	-
1174	mover	inv	killed_fast	killed	-	-	-	-
1175	mover	const0	killed_full	survived	killed	-	-	-
1176	mover	const1	killed_fast	killed	-	-	-	-
1177	mover	const0	killed_full	survived	killed	-	-	-
1178	mover	inv	killed_full	survived	killed	-	-	-
1179	mover	inv	killed_full	survived	killed	-	-	-
1180	mover	const0	killed_full	survived	killed	-	-	-
1181	mover	const0	killed_fast	killed	-	-	-	-
1182	mover	cnot0	survived	survived	survived	equivalent	-	-
1183	mover	inv	killed_full	survived	killed	-	-	-
1184	mover	const1	survived	survived	survived	not_proven	survived	-
1185	mover	const0	survived	survived	survived	not_proven	survived	-
1186	mover	const0	killed_fast	killed	-	-	-	-
1187	mover	const1	killed_fast	killed	-	-	-	-
1188	mover	const1	killed_fast	killed	-	-	-	-
1189	mover	inv	killed_fast	killed	-	-	-	-
1190	mover	const0	killed_fast	killed	-	-	-	-
1191	mover	const0	killed_full	survived	killed	-	-	-
1192	mover	const0	killed_full	survived	killed	-	-	-
1193	mover	const0	killed_fast	killed	-	-	-	-
1194	mover	inv	killed_fast	killed	-	-	-	-
1195	mover	const1	killed_full	survived	killed	-	-	-
1196	mover	const0	killed_full	survived	killed	-	-	-
1197	mover	inv	killed_full	survived	killed	-	-	-
1198	mover	const1	killed_fast	killed	-	-	-	-
1199	mover	const0	killed_full	survived	killed	-	-	-
1200	mover	const1	killed_fast	killed	-	-	-	-
1201	events	inv	killed_fast	killed	-	-	-	-
1202	events	const0	killed_fast	killed	-	-	-	-
1203	events	const0	killed_fast	killed	-	-	-	-
1204	events	cnot0	killed_fast	killed	-	-	-	-
1205	events	const0	killed_fast	killed	-	-	-	-
1206	events	cnot1	survived	survived	survived	equivalent	-	-
1207	events	const1	killed_fast	killed	-	-	-	-
1208	events	inv	killed_full	survived	killed	-	-	-
1209	events	inv	killed_fast	killed	-	-	-	-
1210	events	inv	killed_fast	killed	-	-	-	-
1211	events	const1	survived	survived	survived	not_proven	survived	-
1212	events	const1	killed_full	survived	killed	-	-	-
1213	events	const0	killed_fast	killed	-	-	-	-
1214	events	const0	killed_fast	killed	-	-	-	-
1215	events	const1	killed_fast	killed	-	-	-	-
1216	events	const0	killed_full	survived	killed	-	-	-
1217	events	inv	killed_fast	killed	-	-	-	-
1218	events	const0	killed_fast	killed	-	-	-	-
1219	events	inv	killed_fast	killed	-	-	-	-
1220	events	inv	killed_fast	killed	-	-	-	-
1221	events	inv	killed_full	survived	killed	-	-	-
1222	events	const0	survived	survived	survived	equivalent	-	-
1223	events	const1	killed_fast	killed	-	-	-	-
1224	events	const1	killed_fast	killed	-	-	-	-
1225	events	cnot0	killed_fast	killed	-	-	-	-
1226	events	inv	killed_fast	killed	-	-	-	-
1227	events	inv	killed_fast	killed	-	-	-	-
1228	events	inv	killed_fast	killed	-	-	-	-
1229	events	cnot1	survived	survived	survived	equivalent	-	-
1230	events	inv	killed_fast	killed	-	-	-	-
1231	events	inv	killed_fast	killed	-	-	-	-
1232	events	cnot0	killed_fast	killed	-	-	-	-
1233	events	inv	killed_fast	killed	-	-	-	-
1234	events	inv	killed_fast	killed	-	-	-	-
1235	events	inv	survived	survived	survived	not_proven	killed	-
1236	events	const1	killed_fast	killed	-	-	-	-
1237	events	const0	survived	survived	survived	not_proven	survived	-
1238	events	cnot1	survived	survived	survived	equivalent	-	-
1239	events	cnot0	killed_fast	killed	-	-	-	-
1240	events	cnot1	survived	survived	survived	equivalent	-	-
1241	events	cnot0	killed_fast	killed	-	-	-	-
1242	events	const1	killed_full	survived	killed	-	-	-
1243	events	const1	killed_fast	killed	-	-	-	-
1244	events	const0	killed_full	survived	killed	-	-	-
1245	events	inv	killed_fast	killed	-	-	-	-
1246	events	cnot1	survived	survived	survived	equivalent	-	-
1247	events	const1	survived	survived	survived	equivalent	-	-
1248	events	const0	killed_full	survived	killed	-	-	-
1249	events	inv	killed_full	survived	killed	-	-	-
1250	events	inv	killed_fast	killed	-	-	-	-
1251	events	const1	survived	survived	survived	not_proven	survived	-
1252	events	const0	killed_fast	killed	-	-	-	-
1253	events	cnot0	killed_fast	killed	-	-	-	-
1254	events	const0	killed_fast	killed	-	-	-	-
1255	events	const0	killed_full	survived	killed	-	-	-
1256	events	const0	survived	survived	survived	not_proven	survived	-
1257	events	inv	killed_fast	killed	-	-	-	-
1258	events	cnot1	survived	survived	survived	equivalent	-	-
1259	events	cnot1	survived	survived	survived	not_proven	killed	-
1260	events	cnot0	killed_full	survived	killed	-	-	-
1261	events	cnot0	killed_full	survived	killed	-	-	-
1262	events	cnot1	survived	survived	survived	equivalent	-	-
1263	events	const1	killed_fast	killed	-	-	-	-
1264	events	const0	killed_fast	killed	-	-	-	-
1265	events	const0	killed_full	survived	killed	-	-	-
1266	events	const1	killed_full	survived	killed	-	-	-
1267	events	inv	killed_fast	killed	-	-	-	-
1268	events	cnot0	killed_fast	killed	-	-	-	-
1269	events	cnot0	killed_full	survived	killed	-	-	-
1270	events	const0	survived	survived	survived	not_proven	survived	-
1271	events	const1	killed_fast	killed	-	-	-	-
1272	events	inv	killed_fast	killed	-	-	-	-
1273	events	const1	killed_fast	killed	-	-	-	-
1274	events	const0	killed_fast	killed	-	-	-	-
1275	events	const1	killed_fast	killed	-	-	-	-
1276	events	inv	killed_fast	killed	-	-	-	-
1277	events	const0	killed_fast	killed	-	-	-	-
1278	events	const0	killed_fast	killed	-	-	-	-
1279	events	const0	killed_full	survived	killed	-	-	-
1280	events	cnot1	killed_full	survived	killed	-	-	-
1281	events	const1	killed_fast	killed	-	-	-	-
1282	events	const1	survived	survived	survived	not_proven	survived	-
1283	events	inv	killed_fast	killed	-	-	-	-
1284	events	const0	killed_full	survived	killed	-	-	-
1285	events	const1	killed_full	survived	killed	-	-	-
1286	events	inv	killed_fast	killed	-	-	-	-
1287	events	const0	killed_fast	killed	-	-	-	-
1288	events	inv	killed_fast	killed	-	-	-	-
1289	events	const1	killed_fast	killed	-	-	-	-
1290	events	const0	killed_fast	killed	-	-	-	-
1291	events	const0	survived	survived	survived	not_proven	survived	-
1292	events	cnot1	killed_full	survived	killed	-	-	-
1293	events	inv	killed_fast	killed	-	-	-	-
1294	events	const1	killed_full	survived	killed	-	-	-
1295	events	inv	killed_fast	killed	-	-	-	-
1296	events	const0	survived	survived	survived	not_proven	survived	-
1297	events	const0	survived	survived	survived	not_proven	survived	-
1298	events	const1	killed_fast	killed	-	-	-	-
1299	events	inv	killed_fast	killed	-	-	-	-
1300	events	inv	killed_fast	killed	-	-	-	-
1301	events	inv	killed_fast	killed	-	-	-	-
1302	events	cnot0	survived	survived	survived	equivalent	-	-
1303	events	inv	killed_fast	killed	-	-	-	-
1304	events	const1	survived	survived	survived	not_proven	killed	-
1305	events	cnot0	survived	survived	survived	not_proven	killed	-
1306	events	inv	killed_full	survived	killed	-	-	-
1307	events	inv	killed_fast	killed	-	-	-	-
1308	events	const1	killed_fast	killed	-	-	-	-
1309	events	const0	killed_full	survived	killed	-	-	-
1310	events	const1	killed_full	survived	killed	-	-	-
1311	events	inv	killed_fast	killed	-	-	-	-
1312	events	cnot1	survived	survived	survived	equivalent	-	-
1313	events	const1	killed_full	survived	killed	-	-	-
1314	events	inv	killed_fast	killed	-	-	-	-
1315	events	inv	killed_full	survived	killed	-	-	-
1316	events	inv	killed_fast	killed	-	-	-	-
1317	events	const0	survived	survived	survived	not_proven	survived	-
1318	events	const0	killed_full	survived	killed	-	-	-
1319	events	cnot1	survived	survived	survived	equivalent	-	-
1320	events	inv	killed_fast	killed	-	-	-	-
1321	events	const0	killed_fast	killed	-	-	-	-
1322	events	inv	killed_fast	killed	-	-	-	-
1323	events	inv	killed_fast	killed	-	-	-	-
1324	events	const1	killed_fast	killed	-	-	-	-
1325	events	const0	survived	survived	survived	not_proven	killed	-
1326	events	cnot0	killed_fast	killed	-	-	-	-
1327	events	const1	survived	survived	survived	not_proven	killed	-
1328	events	inv	killed_full	survived	killed	-	-	-
1329	events	const1	killed_fast	killed	-	-	-	-
1330	events	cnot0	killed_fast	killed	-	-	-	-
1331	events	inv	killed_full	survived	killed	-	-	-
1332	events	const1	killed_fast	killed	-	-	-	-
1333	events	cnot0	killed_fast	killed	-	-	-	-
1334	events	const0	survived	survived	survived	equivalent	-	-
1335	events	inv	killed_fast	killed	-	-	-	-
1336	events	inv	killed_full	survived	killed	-	-	-
1337	events	const1	killed_fast	killed	-	-	-	-
1338	events	const0	killed_fast	killed	-	-	-	-
1339	events	const0	killed_full	survived	killed	-	-	-
1340	events	const1	killed_fast	killed	-	-	-	-
1341	events	inv	killed_fast	killed	-	-	-	-
1342	events	cnot1	killed_full	survived	killed	-	-	-
1343	events	inv	killed_fast	killed	-	-	-	-
1344	events	const0	survived	survived	survived	not_proven	survived	-
1345	events	const0	survived	survived	survived	equivalent	-	-
1346	events	const1	survived	survived	survived	equivalent	-	-
1347	events	inv	killed_fast	killed	-	-	-	-
1348	events	cnot1	survived	survived	survived	equivalent	-	-
1349	events	const1	killed_fast	killed	-	-	-	-
1350	events	const1	survived	survived	survived	not_proven	survived	-
1351	events	const1	survived	survived	survived	not_proven	survived	-
1352	events	inv	killed_full	survived	killed	-	-	-
1353	events	inv	killed_full	survived	killed	-	-	-
1354	events	inv	killed_full	survived	killed	-	-	-
1355	events	inv	killed_fast	killed	-	-	-	-
1356	events	inv	killed_fast	killed	-	-	-	-
1357	events	const0	survived	survived	survived	not_proven	survived	-
1358	events	inv	killed_full	survived	killed	-	-	-
1359	events	const0	killed_fast	killed	-	-	-	-
1360	events	cnot1	survived	survived	survived	equivalent	-	-
1361	events	inv	killed_fast	killed	-	-	-	-
1362	events	inv	killed_fast	killed	-	-	-	-
1363	events	const0	killed_fast	killed	-	-	-	-
1364	events	const1	survived	survived	survived	not_proven	survived	-
1365	events	inv	killed_fast	killed	-	-	-	-
1366	events	inv	killed_fast	killed	-	-	-	-
1367	events	const1	killed_full	survived	killed	-	-	-
1368	events	cnot1	killed_fast	killed	-	-	-	-
1369	events	const1	killed_full	survived	killed	-	-	-
1370	events	inv	killed_fast	killed	-	-	-	-
1371	events	const0	survived	survived	survived	equivalent	-	-
1372	events	inv	killed_fast	killed	-	-	-	-
1373	events	const1	killed_fast	killed	-	-	-	-
1374	events	const1	killed_fast	killed	-	-	-	-
1375	events	const1	killed_fast	killed	-	-	-	-
1376	events	const1	killed_fast	killed	-	-	-	-
1377	events	cnot0	killed_full	survived	killed	-	-	-
1378	events	inv	killed_fast	killed	-	-	-	-
1379	events	inv	killed_fast	killed	-	-	-	-
1380	events	const0	killed_fast	killed	-	-	-	-
1381	events	const1	killed_fast	killed	-	-	-	-
1382	events	inv	killed_fast	killed	-	-	-	-
1383	events	inv	killed_fast	killed	-	-	-	-
1384	events	const1	killed_fast	killed	-	-	-	-
1385	events	const0	killed_fast	killed	-	-	-	-
1386	events	inv	survived	survived	survived	not_proven	survived	-
1387	events	const1	survived	survived	survived	not_proven	survived	-
1388	events	const0	survived	survived	survived	equivalent	-	-
1389	events	const0	survived	survived	survived	not_proven	killed	-
1390	events	const1	killed_full	survived	killed	-	-	-
1391	events	inv	killed_fast	killed	-	-	-	-
1392	events	const1	killed_fast	killed	-	-	-	-
1393	events	const1	survived	survived	survived	not_proven	killed	-
1394	events	inv	survived	survived	survived	not_proven	survived	-
1395	events	const0	survived	survived	survived	not_proven	survived	-
1396	events	inv	killed_fast	killed	-	-	-	-
1397	events	inv	killed_fast	killed	-	-	-	-
1398	events	const1	killed_fast	killed	-	-	-	-
1399	events	const0	survived	survived	survived	equivalent	-	-
1400	events	cnot1	survived	survived	survived	not_proven	killed	-
1401	events	const0	killed_fast	killed	-	-	-	-
1402	events	const0	killed_fast	killed	-	-	-	-
1403	events	inv	killed_fast	killed	-	-	-	-
1404	events	cnot0	killed_fast	killed	-	-	-	-
1405	events	const1	killed_full	survived	killed	-	-	-
1406	events	const1	survived	survived	survived	not_proven	survived	-
1407	events	cnot0	killed_fast	killed	-	-	-	-
1408	events	const0	killed_fast	killed	-	-	-	-
1409	events	const0	killed_full	survived	killed	-	-	-
1410	events	const1	killed_fast	killed	-	-	-	-
1411	events	inv	killed_fast	killed	-	-	-	-
1412	events	const1	survived	survived	survived	not_proven	survived	-
1413	events	inv	killed_fast	killed	-	-	-	-
1414	events	const0	survived	survived	survived	equivalent	-	-
1415	events	const1	killed_fast	killed	-	-	-	-
1416	events	inv	killed_fast	killed	-	-	-	-
1417	events	inv	killed_fast	killed	-	-	-	-
1418	events	inv	killed_fast	killed	-	-	-	-
1419	events	const0	killed_fast	killed	-	-	-	-
1420	events	const0	killed_fast	killed	-	-	-	-
1421	events	cnot1	killed_fast	killed	-	-	-	-
1422	events	const0	killed_full	survived	killed	-	-	-
1423	events	const1	killed_full	survived	killed	-	-	-
1424	events	const1	killed_fast	killed	-	-	-	-
1425	events	inv	killed_fast	killed	-	-	-	-
1426	events	const1	killed_fast	killed	-	-	-	-
1427	events	const0	survived	survived	survived	not_proven	survived	-
1428	events	cnot1	survived	survived	survived	equivalent	-	-
1429	events	inv	killed_full	survived	killed	-	-	-
1430	events	const1	killed_fast	killed	-	-	-	-
1431	events	cnot1	survived	survived	survived	equivalent	-	-
1432	events	inv	killed_fast	killed	-	-	-	-
1433	events	const1	killed_fast	killed	-	-	-	-
1434	events	inv	killed_fast	killed	-	-	-	-
1435	events	const1	killed_fast	killed	-	-	-	-
1436	events	inv	killed_fast	killed	-	-	-	-
1437	events	cnot1	killed_full	survived	killed	-	-	-
1438	events	const0	killed_fast	killed	-	-	-	-
1439	events	const0	survived	survived	survived	not_proven	killed	-
1440	events	const0	killed_fast	killed	-	-	-	-
1441	events	cnot0	killed_full	survived	killed	-	-	-
1442	events	cnot0	killed_full	survived	killed	-	-	-
1443	events	const1	killed_full	survived	killed	-	-	-
1444	events	const0	killed_fast	killed	-	-	-	-
1445	events	const1	killed_fast	killed	-	-	-	-
1446	events	cnot1	survived	survived	survived	equivalent	-	-
1447	events	const0	killed_full	survived	killed	-	-	-
1448	events	inv	killed_full	survived	killed	-	-	-
1449	events	inv	survived	survived	survived	equivalent	-	-
1450	events	inv	killed_full	survived	killed	-	-	-
1451	events	inv	killed_fast	killed	-	-	-	-
1452	events	const1	killed_fast	killed	-	-	-	-
1453	events	const1	survived	survived	survived	not_proven	survived	-
1454	events	inv	killed_full	survived	killed	-	-	-
1455	events	const1	killed_full	survived	killed	-	-	-
1456	events	const0	survived	survived	survived	not_proven	survived	-
1457	events	const1	survived	survived	survived	not_proven	survived	-
1458	events	const1	killed_full	survived	killed	-	-	-
1459	events	const1	killed_fast	killed	-	-	-	-
1460	events	const1	killed_fast	killed	-	-	-	-
1461	events	const1	killed_fast	killed	-	-	-	-
1462	events	const0	killed_fast	killed	-	-	-	-
1463	events	inv	killed_fast	killed	-	-	-	-
1464	events	inv	killed_fast	killed	-	-	-	-
1465	events	cnot1	killed_full	survived	killed	-	-	-
1466	events	inv	killed_fast	killed	-	-	-	-
1467	events	const1	killed_full	survived	killed	-	-	-
1468	events	cnot0	killed_fast	killed	-	-	-	-
1469	events	inv	killed_fast	killed	-	-	-	-
1470	events	inv	killed_fast	killed	-	-	-	-
1471	events	const1	killed_fast	killed	-	-	-	-
1472	events	const0	survived	survived	survived	equivalent	-	-
1473	events	inv	killed_full	survived	killed	-	-	-
1474	events	cnot0	killed_fast	killed	-	-	-	-
1475	events	inv	killed_fast	killed	-	-	-	-
1476	events	const0	killed_fast	killed	-	-	-	-
1477	events	const0	killed_full	survived	killed	-	-	-
1478	events	inv	killed_fast	killed	-	-	-	-
1479	events	const0	survived	survived	survived	not_proven	killed	-
1480	events	inv	killed_fast	killed	-	-	-	-
1481	events	const1	survived	survived	survived	not_proven	survived	-
1482	events	inv	killed_fast	killed	-	-	-	-
1483	events	inv	killed_fast	killed	-	-	-	-
1484	events	const0	killed_fast	killed	-	-	-	-
1485	events	const1	killed_fast	killed	-	-	-	-
1486	events	cnot1	survived	survived	survived	equivalent	-	-
1487	events	const0	killed_fast	killed	-	-	-	-
1488	events	const0	killed_fast	killed	-	-	-	-
1489	events	inv	killed_full	survived	killed	-	-	-
1490	events	inv	killed_fast	killed	-	-	-	-
1491	events	const1	survived	survived	survived	not_proven	survived	-
1492	events	const0	killed_fast	killed	-	-	-	-
1493	events	cnot1	survived	survived	survived	equivalent	-	-
1494	events	const0	survived	survived	survived	not_proven	survived	-
1495	events	inv	survived	survived	survived	not_proven	survived	-
1496	events	cnot1	survived	survived	survived	equivalent	-	-
1497	events	const1	killed_full	survived	killed	-	-	-
1498	events	inv	killed_full	survived	killed	-	-	-
1499	events	const1	survived	survived	survived	not_proven	survived	-
1500	events	const0	survived	survived	survived	not_proven	killed	-
1501	pins	cnot1	killed_fast	killed	-	-	-	-
1502	pins	cnot0	killed_full	survived	killed	-	-	-
1503	pins	const1	killed_full	survived	killed	-	-	-
1504	pins	const0	killed_full	survived	killed	-	-	-
1505	pins	const0	survived	survived	survived	equivalent	-	-
1506	pins	cnot0	survived	survived	survived	not_proven	survived	-
1507	pins	inv	killed_fast	killed	-	-	-	-
1508	pins	inv	killed_fast	killed	-	-	-	-
1509	pins	const1	killed_fast	killed	-	-	-	-
1510	pins	cnot1	killed_full	survived	killed	-	-	-
1511	pins	inv	killed_full	survived	killed	-	-	-
1512	pins	cnot0	killed_full	survived	killed	-	-	-
1513	pins	const1	killed_fast	killed	-	-	-	-
1514	pins	inv	killed_fast	killed	-	-	-	-
1515	pins	const1	killed_fast	killed	-	-	-	-
1516	pins	inv	killed_fast	killed	-	-	-	-
1517	pins	cnot1	killed_full	survived	killed	-	-	-
1518	pins	const0	killed_full	survived	killed	-	-	-
1519	pins	cnot0	killed_full	survived	killed	-	-	-
1520	pins	const0	killed_full	survived	killed	-	-	-
1521	pins	cnot0	killed_fast	killed	-	-	-	-
1522	pins	const0	killed_fast	killed	-	-	-	-
1523	pins	inv	killed_full	survived	killed	-	-	-
1524	pins	cnot0	killed_fast	killed	-	-	-	-
1525	pins	inv	killed_full	survived	killed	-	-	-
