id	region	mode	port	equiv	rip	deep	directed	diverged_state	outputs
1358	events	cnot1	Q[6]	not_proven	internal_only	killed	survived	_3813:165274,mailbox_0:4	
1360	events	inv	B[0]	not_proven	not_activated	survived	survived		
1361	events	const0	A[0]	not_proven	not_activated	killed	survived		
1368	events	const1	B[4]	not_proven	not_activated	survived	survived		
1371	events	const0	B[2]	equivalent	not_activated	survived	survived		
1379	events	const1	Y[0]	not_proven	not_activated	killed	survived		
1391	events	const1	Y[0]	not_proven	not_activated	killed	survived		
1392	events	const1	Y[1]	not_proven	internal_only	killed	survived	logical_output:3459	
1394	events	cnot1	A[0]	equivalent	not_activated	survived	survived		
1395	events	cnot1	A[0]	equivalent	not_activated	survived	survived		
1398	events	const0	B[2]	equivalent	not_activated	survived	survived		
1403	events	inv	A[0]	not_proven	not_activated	killed	survived		
1407	events	const0	B[1]	equivalent	not_activated	survived	survived		
1408	events	cnot1	A[1]	equivalent	not_activated	survived	survived		
1411	events	const1	Y[7]	not_proven	internal_only	killed	survived	logical_output:8424	
1416	events	const1	Y[0]	not_proven	not_activated	survived	killed		
1423	events	cnot1	A[2]	equivalent	not_activated	survived	survived		
1432	events	const1	B[4]	equivalent	not_activated	survived	survived		
1433	events	const1	B[0]	equivalent	not_activated	survived	survived		
1434	events	inv	A[3]	equivalent	not_activated	survived	survived		
1436	events	const0	A[7]	not_proven	not_activated	survived	survived		
1437	events	cnot0	A[1]	not_proven	not_activated	killed	survived		
1451	events	cnot1	A[7]	equivalent	not_activated	survived	survived		
1469	events	const1	Y[0]	not_proven	not_activated	survived	survived		
1471	events	const0	A[1]	equivalent	not_activated	survived	survived		
1474	events	inv	A[2]	not_proven	not_activated	survived	survived		
1478	events	cnot0	A[4]	not_proven	not_activated	killed	survived		
1480	events	const0	Y[6]	not_proven	not_activated	killed	survived		
1481	events	cnot1	Y[7]	equivalent	not_activated	survived	survived		
1486	events	cnot0	B[1]	not_proven	internal_only	survived	survived	logical_output_0:1096	
1491	events	const0	A[0]	not_proven	not_activated	survived	survived		
1494	events	const1	B[0]	not_proven	internal_only	survived	survived	_3813:242	
1499	events	const0	A[2]	not_proven	not_activated	killed	survived		
1501	pins	inv	A[7]	not_proven	internal_only	killed	survived	logical_enable_0:7211	
1512	pins	const1	B[5]	not_proven	internal_only	killed	survived	logical_enable_0:18528	
1513	pins	const1	B[1]	not_proven	internal_only	survived	survived	logical_enable_0:85399	
1521	pins	cnot1	B[4]	not_proven	internal_only	survived	survived	logical_output_2:5155	
1523	pins	cnot1	Q[0]	not_proven	internal_only	killed	survived	logical_output_0:7440	
1524	pins	const1	Y[29]	equivalent	not_activated	survived	survived		
1529	pins	cnot1	A[5]	not_proven	not_activated	survived	survived		
1536	pins	const0	B[0]	not_proven	not_activated	killed	survived		
1545	pins	cnot0	B[25]	equivalent	not_activated	survived	survived		
1549	pins	inv	Y[3]	equivalent	not_activated	survived	survived		
1550	pins	const0	B[6]	equivalent	not_activated	survived	survived		
1552	pins	const0	A[2]	not_proven	not_activated	killed	survived		
1555	pins	const1	A[0]	not_proven	internal_only	killed	survived	logical_output_2:23134	
1556	pins	const1	B[4]	not_proven	not_activated	killed	survived		
1559	pins	const1	B[2]	equivalent	not_activated	survived	survived		
1570	pins	const1	A[1]	not_proven	internal_only	killed	survived	logical_enable_2:24677	
1572	pins	const0	B[4]	equivalent	not_activated	survived	survived		
1576	pins	cnot0	Y[3]	not_proven	internal_only	survived	survived	logical_output_1:21	
1577	pins	inv	A[3]	not_proven	internal_only	survived	survived	logical_enable:114442	
1578	pins	inv	B[0]	not_proven	internal_only	survived	survived	logical_enable:384	
1580	pins	const1	B[7]	not_proven	internal_only	survived	survived	logical_output_1:120627	
1582	pins	cnot1	A[4]	not_proven	internal_only	survived	survived	logical_output:180	
1584	pins	cnot1	B[3]	not_proven	not_activated	survived	survived		
1595	pins	const0	B[7]	not_proven	not_activated	killed	survived		
1604	pins	const1	B[7]	not_proven	internal_only	killed	survived	logical_output_0:13342	
1612	pins	cnot1	A[2]	not_proven	internal_only	survived	survived	logical_output_2:3385	
1615	pins	cnot1	A[6]	not_proven	not_activated	killed	survived		
1620	pins	const0	A[1]	not_proven	internal_only	survived	survived	logical_output_1:6542	
1625	pins	const0	A[6]	not_proven	not_activated	killed	survived		
1634	pins	inv	A[7]	not_proven	internal_only	survived	survived	logical_enable_2:97191	
1636	pins	cnot0	B[7]	not_proven	not_activated	survived	survived		
1648	pins	cnot0	Y[6]	not_proven	not_activated	survived	survived		
1660	pins	cnot1	B[4]	not_proven	internal_only	survived	survived	logical_output:2	
1667	pins	cnot1	A[3]	not_proven	internal_only	killed	survived	logical_enable:2900	
1674	pins	const0	A[3]	not_proven	not_activated	killed	survived		
1675	pins	const0	B[5]	not_proven	not_activated	killed	survived		
1685	pins	inv	Y[5]	not_proven	not_activated	killed	survived		
1687	pins	cnot0	Y[7]	not_proven	not_activated	survived	survived		
1689	pins	cnot1	Y[5]	not_proven	internal_only	survived	survived	logical_output:649	
1694	pins	cnot1	B[0]	not_proven	not_activated	killed	survived		
1698	pins	const1	B[6]	not_proven	internal_only	killed	survived	logical_output_1:2885	
1699	pins	cnot0	Y[5]	not_proven	not_activated	survived	survived		
1708	pins	const0	Y[5]	not_proven	not_activated	killed	survived		
1714	pins	const0	Y[6]	not_proven	not_activated	survived	survived		
1717	pins	cnot1	Y[5]	not_proven	internal_only	survived	survived	logical_output_2:6604	
1723	pins	const1	B[2]	not_proven	internal_only	killed	survived	logical_enable_1:48308	
1725	pins	cnot1	Y[3]	not_proven	not_activated	survived	survived		
1726	pins	const1	Y[30]	equivalent	not_activated	survived	survived		
1727	pins	cnot1	Y[7]	not_proven	internal_only	killed	survived	logical_enable:2945	
1730	pins	cnot1	B[2]	not_proven	internal_only	survived	survived	logical_output_2:6946	
1737	pins	cnot0	A[1]	not_proven	not_activated	killed	survived		
1745	pins	const0	B[0]	not_proven	not_activated	killed	survived		
1748	pins	const0	A[4]	not_proven	not_activated	survived	survived		
1749	pins	cnot0	B[6]	not_proven	not_activated	survived	survived		
1751	engine_xfer	inv	B[5]	not_proven	internal_only	survived	survived	transfer_tick_1:81317	
1753	engine_xfer	cnot1	Y[5]	not_proven	not_activated	survived	killed		
1754	engine_xfer	const0	A[6]	not_proven	internal_only	survived	survived	transfer_period_0:5	
1758	engine_xfer	const0	Y[7]	not_proven	not_activated	survived	killed		
1761	engine_xfer	const0	A[2]	not_proven	internal_only	survived	survived	transfer_tick_2:4581	
1765	engine_xfer	const0	A[2]	equivalent	not_activated	survived	survived		
1767	engine_xfer	const0	Y[5]	not_proven	internal_only	survived	survived	transfer_period_0:5	
1768	engine_xfer	cnot1	B[4]	not_proven	internal_only	survived	survived	transfer_tick_1:947	
1778	engine_xfer	const0	A[6]	not_proven	not_activated	survived	survived		
1782	engine_xfer	cnot1	Y[5]	not_proven	not_activated	survived	survived		
1787	engine_xfer	inv	B[4]	not_proven	internal_only	survived	survived	transfer_pins:22812	
1798	engine_xfer	cnot1	Q[0]	not_proven	not_activated	survived	survived		
1801	engine_xfer	const1	A[3]	not_proven	internal_only	survived	survived	transfer_mode_0:186933	
1810	engine_xfer	const0	B[4]	equivalent	not_activated	survived	survived		
1811	engine_xfer	const1	B[4]	not_proven	internal_only	survived	survived	transfer_pins_0:74743	
1812	engine_xfer	cnot1	B[2]	not_proven	not_activated	survived	survived		
1817	engine_xfer	cnot1	Y[7]	not_proven	internal_only	killed	survived	transfer_pins:33736,rx:1028	
1823	engine_xfer	cnot0	B[7]	not_proven	internal_only	killed	survived	transfer_pins_2:67426	
1828	engine_xfer	const1	B[1]	not_proven	internal_only	survived	survived	transfer_period:132139	
1829	engine_xfer	const0	S[0]	not_proven	not_activated	survived	survived		
1831	engine_xfer	const0	Y[4]	not_proven	not_activated	survived	survived		
1837	engine_xfer	cnot1	Y[3]	equivalent	not_activated	survived	survived		
1840	engine_xfer	cnot1	B[0]	not_proven	internal_only	survived	survived	transfer_pins_1:16406	
1841	engine_xfer	inv	A[0]	not_proven	internal_only	survived	survived	transfer_edges:107056	
1842	engine_xfer	const0	Y[6]	not_proven	not_activated	survived	survived		
1849	engine_xfer	const0	B[7]	equivalent	not_activated	survived	survived		
1850	engine_xfer	cnot1	Y[1]	not_proven	not_activated	survived	killed		
1851	engine_xfer	cnot1	Y[7]	not_proven	internal_only	killed	survived	transfer_tick_2:384	
1855	engine_xfer	cnot1	Y[1]	not_proven	not_activated	survived	killed		
1859	engine_xfer	inv	A[2]	not_proven	internal_only	survived	survived	transfer_mode_1:19215	
1861	engine_xfer	const0	Y[7]	not_proven	not_activated	survived	survived		
1862	engine_xfer	cnot1	B[0]	equivalent	not_activated	survived	survived		
1866	engine_xfer	cnot1	B[0]	equivalent	not_activated	survived	survived		
1873	engine_xfer	inv	A[2]	not_proven	internal_only	survived	survived	transfer_mode:107077	
1887	engine_xfer	cnot1	Y[4]	not_proven	not_activated	survived	survived		
1888	engine_xfer	const1	A[7]	not_proven	internal_only	survived	survived	transfer_tick_2:236097	
1891	engine_xfer	cnot1	A[1]	not_proven	not_activated	survived	survived		
1894	engine_xfer	const0	A[4]	not_proven	internal_only	survived	survived	transfer_tick_1:5	
1904	engine_xfer	cnot0	Y[5]	not_proven	internal_only	killed	survived	transfer_pins:41714	
1912	engine_xfer	const0	Y[3]	not_proven	internal_only	killed	survived	transfer_period_1:5	
1938	engine_xfer	const0	A[3]	equivalent	not_activated	survived	survived		
1939	engine_xfer	const0	A[4]	not_proven	not_activated	survived	survived		
1943	engine_xfer	cnot1	Y[0]	equivalent	not_activated	survived	survived		
1948	engine_xfer	cnot1	Y[4]	equivalent	not_activated	survived	survived		
1949	engine_xfer	cnot1	B[0]	not_proven	internal_only	survived	survived	transfer_mode:1590	
1957	imem	const0	A[14]	not_proven	internal_only	survived	survived	_1623:6282	
1962	imem	cnot1	A_ADDR[3]	not_proven	not_activated	survived	survived		
1967	imem	cnot1	A_ADDR[2]	not_proven	not_activated	survived	survived		
1969	imem	const1	A[23]	not_proven	internal_only	survived	survived	_1623:127424	
1974	imem	cnot1	A_DOUT[4]	not_proven	internal_only	survived	survived	_6603:5554	
1978	imem	const1	Q[1]	not_proven	internal_only	survived	survived	_1623:282346	
1981	imem	cnot1	A[23]	not_proven	not_activated	survived	survived		
1984	imem	cnot1	Y[3]	not_proven	internal_only	survived	survived	_6591:102717	
1988	imem	const1	Y[0]	not_proven	internal_only	survived	survived	_5868:1469,_5884:1391,_5875:1234	
2009	imem	const1	Y[0]	not_proven	internal_only	survived	survived	_5150:1200,_5166:1122,_5157:956	
2012	shared	const0	A[17]	not_proven	not_activated	survived	survived		
2014	shared	const0	A[17]	not_proven	not_activated	survived	survived		
2020	shared	const0	A[5]	not_proven	not_activated	survived	survived		
2034	shared	cnot1	A[4]	equivalent	not_activated	survived	survived		
2044	shared	const0	B[0]	equivalent	not_activated	survived	survived		
2059	shared	const1	Y[0]	not_proven	not_activated	survived	survived		
2082	shared	const1	B[0]	not_proven	not_activated	survived	survived		
2091	shared	const0	A[0]	not_proven	not_activated	survived	survived		
2098	shared	const1	Y[0]	not_proven	not_activated	survived	survived		
2103	fifo	cnot0	WR_EN[18]	not_proven	not_activated	survived	survived		
2110	fifo	cnot0	A[8]	not_proven	internal_only	survived	survived	_7456[7]:28901,_7456[5]:23719,_7456[6]:20517,_7456[2]:19695,_7456[4]:19601,_7456[3]:17014	
2121	fifo	cnot1	A[3]	not_proven	internal_only	survived	survived	_7456[6]:12065,_7456[4]:10013,_7456[2]:3225,_5841[1]:1277	
2122	fifo	inv	A[2]	equivalent	not_activated	survived	survived		
2128	fifo	inv	A[2]	equivalent	not_activated	survived	survived		
2134	fifo	const1	A[18]	equivalent	not_activated	survived	survived		
2144	fifo	const1	B[0]	equivalent	not_activated	survived	survived		
2146	fifo	cnot1	Y[28]	not_proven	internal_only	survived	survived	_7456[6]:24159,_7456[5]:21227,_7456[4]:19920,_7456[7]:12245,_6560[4]:9302,_6560[3]:9276	
2147	fifo	const1	B[0]	equivalent	not_activated	survived	survived		
2173	fifo	const0	A[3]	not_proven	internal_only	survived	survived	_6560[7]:7860,_6560[4]:3603	
2215	fifo	const0	A[0]	not_proven	not_activated	survived	survived		
2220	fifo	const1	B[0]	equivalent	not_activated	survived	survived		
2229	fifo	const1	A[0]	equivalent	not_activated	survived	survived		
2235	engine_data	cnot0	B[8]	not_proven	internal_only	survived	survived	x_2:85558	
2237	engine_data	const1	B[3]	not_proven	internal_only	survived	survived	y:132139	
2238	engine_data	const0	A[0]	not_proven	not_activated	killed	survived		
2243	engine_data	const0	A[21]	not_proven	internal_only	killed	survived	x:1793	
2244	engine_data	cnot1	Y[29]	not_proven	not_activated	killed	survived		
2245	engine_data	inv	A[3]	not_proven	internal_only	survived	survived	x_2:97224	
2258	engine_data	const0	B[0]	not_proven	not_activated	survived	survived		
2268	engine_data	const0	A[25]	not_proven	not_activated	survived	survived		
2279	engine_data	const0	B[15]	not_proven	not_activated	survived	killed		
2282	engine_data	const0	A[31]	not_proven	internal_only	killed	survived	x:3651	
2287	engine_data	cnot1	B[3]	not_proven	not_activated	survived	survived		
2291	engine_data	const0	Y[30]	not_proven	not_activated	survived	survived		
2296	engine_data	cnot1	B[26]	not_proven	not_activated	survived	survived		
2306	engine_data	cnot0	A[23]	not_proven	not_activated	killed	survived		
2310	engine_data	const0	A[31]	not_proven	internal_only	killed	survived	x:3645	
2311	engine_data	cnot1	A[12]	not_proven	not_activated	killed	survived		
2313	engine_data	cnot1	A[1]	equivalent	not_activated	survived	survived		
2315	engine_data	const1	A[26]	not_proven	internal_only	killed	survived	y_2:22864	
2316	engine_data	cnot1	B[10]	not_proven	internal_only	killed	survived	x_2:3537	
2320	engine_data	cnot1	A[11]	not_proven	not_activated	killed	survived		
2321	engine_data	const1	A[28]	not_proven	internal_only	survived	survived	x_1:228490	
2326	engine_data	cnot1	Y[1]	not_proven	internal_only	killed	survived	rx_0:5	
2335	engine_data	cnot1	Y[28]	not_proven	not_activated	killed	killed		
2344	engine_data	const0	A[6]	not_proven	internal_only	survived	survived	tx_0:13210	
2345	engine_data	cnot1	A[26]	not_proven	internal_only	killed	survived	y_2:634	
2354	engine_data	const0	Y[28]	not_proven	not_activated	killed	survived		
2364	engine_data	const0	Y[18]	not_proven	internal_only	killed	survived	rx_1:278,_3612:20	
2366	engine_data	const0	B[22]	equivalent	not_activated	survived	survived		
2368	engine_data	const0	A[31]	not_proven	internal_only	killed	survived	tx:1532	
2375	engine_data	const0	B[23]	not_proven	internal_only	killed	survived	x:1793	
2378	engine_data	const0	Y[3]	not_proven	not_activated	survived	survived		
2385	engine_data	const0	A[18]	not_proven	not_activated	survived	survived		
2390	engine_data	const1	A[24]	not_proven	internal_only	killed	survived	x:26063,y:1788,tx:768	
2407	engine_data	inv	A[21]	not_proven	internal_only	survived	survived	x_2:7859	
2417	timestamp	const0	Q[19]	not_proven	internal_only	survived	survived	timestamp:5	
2418	timestamp	const0	Q[30]	not_proven	internal_only	survived	survived	timestamp:5	
